Gene	UniProt	Domain_Name	Start	End
MSRB3	MSRB3	MsrB	47	169
MSR1	MSRE	Collagen-like	273	341
MSR1	MSRE	SRCR	350	450
RABIF	MSS4	MSS4	9	123
MST1L	MST1L	PAN	21	110
MST1L	MST1L	Kringle 1	63	156
MST1L	MST1L	Kringle 2	160	238
MST1L	MST1L	Kringle 3	252	345
MST1L	MST1L	Kringle 4	353	464
MST1L	MST1L	Peptidase S1	488	713
MTA1	MTA1	BAH	1	164
MTA1	MTA1	ELM2	165	276
MTA1	MTA1	SANT	283	335
MTA2	MTA2	BAH	1	144
MTA2	MTA2	ELM2	145	256
MTA2	MTA2	SANT	263	315
MTA3	MTA3	BAH	1	147
MTA3	MTA3	ELM2	148	259
MTA3	MTA3	SANT	266	318
MTF2	MTF2	Tudor	44	101
CBFA2T3	MTG16	TAFH	171	266
MTG1	MTG1	CP-type G	36	209
MTG2	MTG2	Obg	70	224
MTG2	MTG2	OBG-type G	225	390
CBFA2T2	MTG8R	TAFH	113	208
RUNX1T1	MTG8	TAFH	120	215
MTHFSD	MTHSD	RRM	306	379
TESMIN	MTL5	CRC	292	405
MTM1	MTM1	GRAM	29	97
MTM1	MTM1	Myotubularin phosphatase	163	538
MTMR1	MTMR1	GRAM	90	161
MTMR1	MTMR1	Myotubularin phosphatase	226	601
MTMR2	MTMR2	GRAM	68	139
MTMR2	MTMR2	Myotubularin phosphatase	205	580
MTMR3	MTMR3	Myotubularin phosphatase	155	576
MTMR4	MTMR4	Myotubularin phosphatase	153	570
SBF1	MTMR5	uDENN	7	185
SBF1	MTMR5	cDENN	204	337
SBF1	MTMR5	dDENN	339	440
SBF1	MTMR5	GRAM	881	969
SBF1	MTMR5	Myotubularin phosphatase	1121	1597
SBF1	MTMR5	PH	1762	1866
MTMR6	MTMR6	GRAM	1	101
MTMR6	MTMR6	Myotubularin phosphatase	124	499
MTMR7	MTMR7	Myotubularin phosphatase	126	504
MTMR8	MTMR8	Myotubularin phosphatase	126	500
MTMR9	MTMR9	GRAM	4	99
MTMR9	MTMR9	Myotubularin phosphatase	123	498
MTMR10	MTMRA	Myotubularin phosphatase	221	661
MTMR11	MTMRB	Myotubularin phosphatase	196	639
MTMR12	MTMRC	Myotubularin phosphatase	205	643
SBF2	MTMRD	uDENN	7	172
SBF2	MTMRD	cDENN	191	324
SBF2	MTMRD	dDENN	326	427
SBF2	MTMRD	GRAM	871	957
SBF2	MTMRD	Myotubularin phosphatase	1108	1584
SBF2	MTMRD	PH	1743	1847
MTOR	MTOR	FAT	1382	1982
MTOR	MTOR	PI3K/PI4K catalytic	2156	2469
MTOR	MTOR	FATC	2517	2549
MTTP	MTP	Vitellogenin	28	659
MTREX	MTREX	Helicase ATP-binding	148	304
MTREX	MTREX	Helicase C-terminal	405	577
MTRR	MTRR	Flavodoxin-like	5	147
MTRR	MTRR	FAD-binding FR-type	271	533
MTSS1	MTSS1	IMD	1	250
MTSS1	MTSS1	WH2	727	744
MTSS2	MTSS2	IMD	1	252
MTSS2	MTSS2	WH2	719	736
MUC12	MUC12	EGF-like	5116	5154
MUC12	MUC12	SEA	5168	5275
MUC13	MUC13	EGF-like 1	173	211
MUC13	MUC13	SEA	212	336
MUC13	MUC13	EGF-like 2	322	361
MUC13	MUC13	EGF-like 3	363	404
MUC16	MUC16	SEA 1	12072	12193
MUC16	MUC16	SEA 2	12228	12349
MUC16	MUC16	SEA 3	12386	12507
MUC16	MUC16	SEA 4	12542	12663
MUC16	MUC16	SEA 5	12697	12818
MUC16	MUC16	SEA 6	12853	12974
MUC16	MUC16	SEA 7	13009	13130
MUC16	MUC16	SEA 8	13165	13286
MUC16	MUC16	SEA 9	13321	13442
MUC16	MUC16	SEA 10	13477	13598
MUC16	MUC16	SEA 11	13633	13754
MUC16	MUC16	SEA 12	13789	13909
MUC16	MUC16	SEA 13	13922	14043
MUC16	MUC16	SEA 14	14073	14193
MUC16	MUC16	SEA 15	14198	14309
MUC16	MUC16	SEA 16	14319	14438
MUC17	MUC17	EGF-like	4131	4170
MUC17	MUC17	SEA	4184	4291
MCAM	MUC18	Ig-like V-type 1	24	129
MCAM	MUC18	Ig-like V-type 2	139	242
MCAM	MUC18	Ig-like C2-type 1	244	330
MCAM	MUC18	Ig-like C2-type 2	335	424
MCAM	MUC18	Ig-like C2-type 3	430	510
MUC19	MUC19	VWFD 1	478	649
MUC19	MUC19	VWFD 2	815	995
MUC19	MUC19	VWFD 3	1274	1447
MUC19	MUC19	VWFC	8159	8225
MUC19	MUC19	CTCK	8288	8376
MUC1	MUC1	SEA	1039	1148
MUC2	MUC2	VWFD 1	35	207
MUC2	MUC2	TIL	295	351
MUC2	MUC2	VWFD 2	389	564
MUC2	MUC2	VWFD 3	858	1028
MUC2	MUC2	VWFD 4	4589	4772
MUC2	MUC2	VWFC 1	4927	4996
MUC2	MUC2	VWFC 2	5034	5101
MUC2	MUC2	CTCK	5185	5270
MUC3A	MUC3A	EGF-like	2976	3009
MUC3A	MUC3A	SEA	3018	3143
MUC3B	MUC3B	EGF-like	13130	13163
MUC3B	MUC3B	SEA	13172	13297
MUC4	MUC4	NIDO	4397	4552
MUC4	MUC4	AMOP	4553	4668
MUC4	MUC4	VWFD	4680	4880
MUC4	MUC4	EGF-like 1	5118	5157
MUC4	MUC4	EGF-like 2	5321	5360
MUC5AC	MUC5A	VWFD 1	79	249
MUC5AC	MUC5A	TIL 1	338	394
MUC5AC	MUC5A	VWFC 1	394	465
MUC5AC	MUC5A	VWFD 2	432	607
MUC5AC	MUC5A	TIL 2	704	761
MUC5AC	MUC5A	TIL 3	818	863
MUC5AC	MUC5A	VWFD 3	901	1072
MUC5AC	MUC5A	VWFC 2	4852	4918
MUC5AC	MUC5A	VWFD 4	4919	5103
MUC5AC	MUC5A	VWFC 3	5276	5345
MUC5AC	MUC5A	VWFC 4	5381	5448
MUC5AC	MUC5A	CTCK	5532	5620
MUC5B	MUC5B	VWFD 1	75	245
MUC5B	MUC5B	TIL 1	329	385
MUC5B	MUC5B	VWFD 2	423	598
MUC5B	MUC5B	TIL 2	695	752
MUC5B	MUC5B	TIL 3	805	855
MUC5B	MUC5B	VWFC 1	855	927
MUC5B	MUC5B	VWFD 3	893	1062
MUC5B	MUC5B	VWFD 4	5073	5261
MUC5B	MUC5B	VWFC 2	5412	5484
MUC5B	MUC5B	VWFC 3	5521	5587
MUC5B	MUC5B	CTCK	5653	5742
MUC6	MUC6	VWFD 1	43	214
MUC6	MUC6	TIL	302	357
MUC6	MUC6	VWFD 2	395	579
MUC6	MUC6	VWFD 3	866	1038
MUC6	MUC6	CTCK	2349	2438
MUS81	MUS81	ERCC4	270	372
MSC	MUSC	bHLH	107	159
MUSK	MUSK	Ig-like 1	28	116
MUSK	MUSK	Ig-like 2	121	205
MUSK	MUSK	Ig-like 3	212	302
MUSK	MUSK	FZ	312	450
MUSK	MUSK	Protein kinase	575	856
EXD3	MUT7	3'-5' exonuclease	517	571
MMUT	MUTA	B12-binding	614	746
MUTYH	MUTYH	Nudix hydrolase	364	495
MX1	MX1	Dynamin-type G	67	340
MX1	MX1	GED	574	662
MX2	MX2	Dynamin-type G	115	387
MX2	MX2	GED	623	714
MXI1	MXI1	bHLH	67	119
MXRA5	MXRA5	LRRNT	27	55
MXRA5	MXRA5	LRRCT	217	277
MXRA5	MXRA5	Ig-like C2-type 1	481	571
MXRA5	MXRA5	Ig-like C2-type 2	575	669
MXRA5	MXRA5	Ig-like C2-type 3	1853	1946
MXRA5	MXRA5	Ig-like C2-type 4	1950	2041
MXRA5	MXRA5	Ig-like C2-type 5	2046	2140
MXRA5	MXRA5	Ig-like C2-type 6	2146	2239
MXRA5	MXRA5	Ig-like C2-type 7	2242	2343
MXRA5	MXRA5	Ig-like C2-type 8	2345	2432
MXRA5	MXRA5	Ig-like C2-type 9	2440	2534
MXRA5	MXRA5	Ig-like C2-type 10	2542	2630
MXRA5	MXRA5	Ig-like C2-type 11	2637	2722
MXRA5	MXRA5	Ig-like C2-type 12	2733	2828
MXRA8	MXRA8	Ig-like V-type 1	29	157
MXRA8	MXRA8	Ig-like V-type 2	160	288
MYO15B	MY15B	Myosin motor	720	1394
MYO15B	MY15B	IQ	1414	1443
MYO15B	MY15B	MyTH4 1	1551	1702
MYO15B	MY15B	SH3	2481	2542
MYO15B	MY15B	MyTH4 2	2643	2789
MYO15B	MY15B	FERM	2795	3096
MYO18A	MY18A	PDZ	220	311
MYO18A	MY18A	Myosin N-terminal SH3-like	349	401
MYO18A	MY18A	Myosin motor	405	1185
MYO18A	MY18A	IQ	1188	1217
MYO18B	MY18B	Myosin motor	571	1333
MYO18B	MY18B	IQ	1336	1365
MYADM	MYADM	MARVEL 1	31	163
MYADM	MYADM	MARVEL 2	168	319
MYBL1	MYBA	HTH myb-type 1	30	81
MYBL1	MYBA	HTH myb-type 2	82	137
MYBL1	MYBA	HTH myb-type 3	138	188
MYBL2	MYBB	HTH myb-type 1	26	77
MYBL2	MYBB	HTH myb-type 2	78	133
MYBL2	MYBB	HTH myb-type 3	134	184
MYBPH	MYBPH	Fibronectin type-III 1	73	168
MYBPH	MYBPH	Ig-like C2-type 1	172	260
MYBPH	MYBPH	Fibronectin type-III 2	269	364
MYBPH	MYBPH	Ig-like C2-type 2	382	466
MYB	MYB	HTH myb-type 1	35	86
MYB	MYB	HTH myb-type 2	87	142
MYB	MYB	HTH myb-type 3	143	193
MYCBP2	MYCB2	DOC	3719	3897
MYOCD	MYCD	SAP	371	405
MYCL	MYCL	bHLH	281	333
MYCN	MYCN	bHLH	381	433
MYCLP1	MYCP1	bHLH	274	326
DENND4A	MYCPP	MABP	42	200
DENND4A	MYCPP	uDENN	192	364
DENND4A	MYCPP	cDENN	385	521
DENND4A	MYCPP	dDENN	523	641
MYC	MYC	bHLH	369	421
MYD88	MYD88	Death	54	109
MYD88	MYD88	TIR	159	293
MYEF2	MYEF2	RRM 1	100	178
MYEF2	MYEF2	RRM 2	233	310
MYEF2	MYEF2	RRM 3	523	599
MYF5	MYF5	bHLH	83	134
MYF6	MYF6	bHLH	93	144
MB	MYG	Globin	2	148
MYH10	MYH10	Myosin N-terminal SH3-like	31	81
MYH10	MYH10	Myosin motor	85	783
MYH10	MYH10	IQ	786	815
MYH11	MYH11	Myosin N-terminal SH3-like	31	81
MYH11	MYH11	Myosin motor	85	783
MYH11	MYH11	IQ	786	815
MYH13	MYH13	Myosin N-terminal SH3-like	33	82
MYH13	MYH13	Myosin motor	86	782
MYH13	MYH13	IQ	785	814
MYH14	MYH14	Myosin N-terminal SH3-like	51	101
MYH14	MYH14	Myosin motor	105	800
MYH14	MYH14	IQ	803	832
MYH15	MYH15	Myosin N-terminal SH3-like	29	79
MYH15	MYH15	Myosin motor	83	770
MYH15	MYH15	IQ	773	802
MYH1	MYH1	Myosin N-terminal SH3-like	33	82
MYH1	MYH1	Myosin motor	86	782
MYH1	MYH1	IQ	785	814
MYH2	MYH2	Myosin N-terminal SH3-like	33	82
MYH2	MYH2	Myosin motor	86	784
MYH2	MYH2	IQ	787	816
MYH3	MYH3	Myosin N-terminal SH3-like	33	82
MYH3	MYH3	Myosin motor	86	779
MYH3	MYH3	IQ	782	811
MYH4	MYH4	Myosin N-terminal SH3-like	33	82
MYH4	MYH4	Myosin motor	86	782
MYH4	MYH4	IQ	785	814
MYH6	MYH6	Myosin N-terminal SH3-like	32	81
MYH6	MYH6	Myosin motor	85	780
MYH6	MYH6	IQ	783	812
MYH7B	MYH7B	Myosin N-terminal SH3-like	72	122
MYH7B	MYH7B	Myosin motor	126	827
MYH7B	MYH7B	IQ	830	859
MYH7	MYH7	Myosin N-terminal SH3-like	32	81
MYH7	MYH7	Myosin motor	85	778
MYH7	MYH7	IQ	781	810
MYH8	MYH8	Myosin N-terminal SH3-like	35	84
MYH8	MYH8	Myosin motor	88	781
MYH8	MYH8	IQ	781	813
MYH9	MYH9	Myosin N-terminal SH3-like	27	77
MYH9	MYH9	Myosin motor	81	776
MYH9	MYH9	IQ	779	808
MYL10	MYL10	EF-hand 1	84	119
MYL10	MYL10	EF-hand 2	154	189
MYL10	MYL10	EF-hand 3	190	225
MYL11	MYL11	EF-hand 1	25	60
MYL11	MYL11	EF-hand 2	95	130
MYL11	MYL11	EF-hand 3	131	166
MYL1	MYL1	EF-hand 1	50	85
MYL1	MYL1	EF-hand 2	127	162
MYL1	MYL1	EF-hand 3	162	194
MYL3	MYL3	EF-hand 1	49	86
MYL3	MYL3	EF-hand 2	128	163
MYL3	MYL3	EF-hand 3	163	195
MYL4	MYL4	EF-hand 1	51	88
MYL4	MYL4	EF-hand 2	130	165
MYL5	MYL5	EF-hand 1	30	65
MYL5	MYL5	EF-hand 2	100	135
MYL5	MYL5	EF-hand 3	136	171
MYL6B	MYL6B	EF-hand 1	64	99
MYL6B	MYL6B	EF-hand 2	141	176
MYL6B	MYL6B	EF-hand 3	176	208
MYL6	MYL6	EF-hand 1	7	42
MYL6	MYL6	EF-hand 2	84	119
MYL6	MYL6	EF-hand 3	119	151
MYL9	MYL9	EF-hand 1	29	64
MYL9	MYL9	EF-hand 2	98	133
MYL9	MYL9	EF-hand 3	134	169
MYLIP	MYLIP	FERM	1	279
MYLK2	MYLK2	Protein kinase	285	540
MYLK3	MYLK3	Protein kinase	515	770
MYLK4	MYLK4	Protein kinase	106	361
MYLK	MYLK	Ig-like C2-type 1	33	122
MYLK	MYLK	Ig-like C2-type 2	161	249
MYLK	MYLK	Ig-like C2-type 3	414	503
MYLK	MYLK	Ig-like C2-type 4	514	599
MYLK	MYLK	Ig-like C2-type 5	620	711
MYLK	MYLK	Ig-like C2-type 6	721	821
MYLK	MYLK	Ig-like C2-type 7	1098	1186
MYLK	MYLK	Ig-like C2-type 8	1238	1326
MYLK	MYLK	Fibronectin type-III	1334	1426
MYLK	MYLK	Protein kinase	1464	1719
MYLK	MYLK	Ig-like C2-type 9	1809	1898
MYNN	MYNN	BTB	24	89
MYO10	MYO10	Myosin motor	63	739
MYO10	MYO10	IQ 1	742	763
MYO10	MYO10	IQ 2	764	787
MYO10	MYO10	IQ 3	788	817
MYO10	MYO10	PH 1	1212	1310
MYO10	MYO10	PH 2	1392	1497
MYO10	MYO10	MyTH4	1547	1695
MYO10	MYO10	FERM	1700	2044
MYO15A	MYO15	Myosin motor	1222	1899
MYO15A	MYO15	IQ 1	1902	1924
MYO15A	MYO15	IQ 2	1925	1954
MYO15A	MYO15	IQ 3	1955	1976
MYO15A	MYO15	MyTH4 1	2065	2217
MYO15A	MYO15	SH3	2867	2953
MYO15A	MYO15	MyTH4 2	3050	3204
MYO15A	MYO15	FERM	3209	3530
MYO16	MYO16	Myosin motor	401	1145
MYO16	MYO16	IQ	1147	1176
MYO19	MYO19	Myosin motor	35	758
MYO19	MYO19	IQ 1	759	779
MYO19	MYO19	IQ 2	783	812
MYO1A	MYO1A	Myosin motor	8	694
MYO1A	MYO1A	IQ 1	697	719
MYO1A	MYO1A	IQ 2	720	742
MYO1A	MYO1A	IQ 3	743	772
MYO1A	MYO1A	TH1	858	1042
MYO1B	MYO1B	Myosin motor	15	701
MYO1B	MYO1B	IQ 1	704	733
MYO1B	MYO1B	IQ 2	728	748
MYO1B	MYO1B	IQ 3	750	779
MYO1B	MYO1B	IQ 4	779	808
MYO1B	MYO1B	IQ 5	808	837
MYO1B	MYO1B	IQ 6	837	866
MYO1B	MYO1B	TH1	952	1136
MYO1C	MYO1C	Myosin motor	47	731
MYO1C	MYO1C	IQ 1	734	757
MYO1C	MYO1C	IQ 2	758	786
MYO1C	MYO1C	TH1	885	1059
MYO1D	MYO1D	Myosin motor	9	695
MYO1D	MYO1D	IQ 1	699	719
MYO1D	MYO1D	IQ 2	721	741
MYO1D	MYO1D	TH1	812	1005
MYO1E	MYO1E	Myosin motor	19	692
MYO1E	MYO1E	IQ	695	724
MYO1E	MYO1E	TH1	730	922
MYO1E	MYO1E	SH3	1051	1108
MYO1F	MYO1F	Myosin motor	17	690
MYO1F	MYO1F	IQ	693	722
MYO1F	MYO1F	TH1	728	917
MYO1F	MYO1F	SH3	1041	1098
MYO1G	MYO1G	Myosin motor	9	707
MYO1G	MYO1G	IQ	710	739
MYO1G	MYO1G	TH1	824	1017
MYO1H	MYO1H	Myosin motor	12	701
MYO1H	MYO1H	IQ 1	704	726
MYO1H	MYO1H	IQ 2	727	756
MYO1H	MYO1H	TH1	855	1029
MYO3A	MYO3A	Protein kinase	21	287
MYO3A	MYO3A	Myosin motor	338	1053
MYO3A	MYO3A	IQ 1	1055	1084
MYO3A	MYO3A	IQ 2	1082	1111
MYO3A	MYO3A	IQ 3	1346	1375
MYO3B	MYO3B	Protein kinase	27	293
MYO3B	MYO3B	Myosin motor	343	1058
MYO3B	MYO3B	IQ 1	1060	1089
MYO3B	MYO3B	IQ 2	1087	1116
MYO5A	MYO5A	Myosin N-terminal SH3-like	8	60
MYO5A	MYO5A	Myosin motor	69	763
MYO5A	MYO5A	IQ 1	766	788
MYO5A	MYO5A	IQ 2	789	818
MYO5A	MYO5A	IQ 3	814	836
MYO5A	MYO5A	IQ 4	837	861
MYO5A	MYO5A	IQ 5	862	883
MYO5A	MYO5A	IQ 6	885	914
MYO5A	MYO5A	Dilute	1534	1810
MYO5B	MYO5B	Myosin N-terminal SH3-like	8	60
MYO5B	MYO5B	Myosin motor	69	761
MYO5B	MYO5B	IQ 1	769	798
MYO5B	MYO5B	IQ 2	792	821
MYO5B	MYO5B	IQ 3	817	848
MYO5B	MYO5B	IQ 4	840	869
MYO5B	MYO5B	IQ 5	865	896
MYO5B	MYO5B	IQ 6	888	917
MYO5B	MYO5B	Dilute	1526	1803
MYO5C	MYO5C	Myosin N-terminal SH3-like	8	62
MYO5C	MYO5C	Myosin motor	67	753
MYO5C	MYO5C	IQ 1	756	779
MYO5C	MYO5C	IQ 2	780	806
MYO5C	MYO5C	IQ 3	807	829
MYO5C	MYO5C	IQ 4	830	854
MYO5C	MYO5C	IQ 5	855	884
MYO5C	MYO5C	Dilute	1421	1697
MYO6	MYO6	Myosin N-terminal SH3-like	2	53
MYO6	MYO6	Myosin motor	57	771
MYO6	MYO6	IQ	814	834
MYO7A	MYO7A	Myosin motor	65	741
MYO7A	MYO7A	IQ 1	745	765
MYO7A	MYO7A	IQ 2	768	788
MYO7A	MYO7A	IQ 3	791	811
MYO7A	MYO7A	IQ 4	814	834
MYO7A	MYO7A	IQ 5	837	857
MYO7A	MYO7A	MyTH4 1	1017	1253
MYO7A	MYO7A	FERM 1	1258	1602
MYO7A	MYO7A	SH3	1603	1672
MYO7A	MYO7A	MyTH4 2	1747	1896
MYO7A	MYO7A	FERM 2	1902	2205
MYO7B	MYO7B	Myosin motor	65	760
MYO7B	MYO7B	IQ 1	745	765
MYO7B	MYO7B	IQ 2	763	792
MYO7B	MYO7B	IQ 3	786	815
MYO7B	MYO7B	IQ 4	814	834
MYO7B	MYO7B	IQ 5	832	861
MYO7B	MYO7B	IQ 6	855	884
MYO7B	MYO7B	MyTH4 1	989	1192
MYO7B	MYO7B	FERM 1	1197	1506
MYO7B	MYO7B	SH3	1501	1567
MYO7B	MYO7B	MyTH4 2	1644	1793
MYO7B	MYO7B	MyTH4 3	1790	1896
MYO7B	MYO7B	FERM 2	1799	2102
MYO9A	MYO9A	Ras-associating	14	112
MYO9A	MYO9A	Myosin motor	146	1016
MYO9A	MYO9A	IQ 1	1021	1041
MYO9A	MYO9A	IQ 2	1042	1071
MYO9A	MYO9A	IQ 3	1074	1103
MYO9A	MYO9A	IQ 4	1115	1144
MYO9A	MYO9A	IQ 5	1138	1167
MYO9A	MYO9A	Rho-GAP	2063	2251
MYO9B	MYO9B	Ras-associating	15	114
MYO9B	MYO9B	Myosin motor	146	953
MYO9B	MYO9B	IQ 1	957	977
MYO9B	MYO9B	IQ 2	979	1000
MYO9B	MYO9B	IQ 3	1001	1023
MYO9B	MYO9B	IQ 4	1024	1053
MYO9B	MYO9B	Rho-GAP	1703	1888
MYOC	MYOC	Olfactomedin-like	244	503
MYOD1	MYOD1	bHLH	109	160
MYOF	MYOF	C2 1	1	101
MYOF	MYOF	C2 2	181	300
MYOF	MYOF	C2 3	339	474
MYOF	MYOF	C2 4	1123	1251
MYOF	MYOF	C2 5	1282	1410
MYOF	MYOF	C2 6	1536	1654
MYOF	MYOF	C2 7	1772	1920
MYOG	MYOG	bHLH	81	132
MYOM1	MYOM1	Ig-like C2-type 1	277	368
MYOM1	MYOM1	Ig-like C2-type 2	396	498
MYOM1	MYOM1	Fibronectin type-III 1	512	607
MYOM1	MYOM1	Fibronectin type-III 2	640	734
MYOM1	MYOM1	Fibronectin type-III 3	741	834
MYOM1	MYOM1	Fibronectin type-III 4	933	1034
MYOM1	MYOM1	Fibronectin type-III 5	1041	1140
MYOM1	MYOM1	Ig-like C2-type 3	1132	1230
MYOM1	MYOM1	Ig-like C2-type 4	1358	1444
MYOM1	MYOM1	Ig-like C2-type 5	1573	1662
MYOM2	MYOM2	Ig-like C2-type 1	154	245
MYOM2	MYOM2	Ig-like C2-type 2	266	371
MYOM2	MYOM2	Fibronectin type-III 1	385	480
MYOM2	MYOM2	Fibronectin type-III 2	513	608
MYOM2	MYOM2	Fibronectin type-III 3	614	707
MYOM2	MYOM2	Fibronectin type-III 4	710	812
MYOM2	MYOM2	Fibronectin type-III 5	815	912
MYOM2	MYOM2	Ig-like C2-type 3	904	1002
MYOM2	MYOM2	Ig-like C2-type 4	1130	1211
MYOM2	MYOM2	Ig-like C2-type 5	1345	1434
MYOM3	MYOM3	Ig-like C2-type 1	154	246
MYOM3	MYOM3	Ig-like C2-type 2	269	361
MYOM3	MYOM3	Fibronectin type-III 1	375	469
MYOM3	MYOM3	Fibronectin type-III 2	503	598
MYOM3	MYOM3	Fibronectin type-III 3	604	696
MYOM3	MYOM3	Fibronectin type-III 4	702	797
MYOM3	MYOM3	Fibronectin type-III 5	804	899
MYOM3	MYOM3	Ig-like C2-type 3	1120	1205
MYOM3	MYOM3	Ig-like C2-type 4	1334	1423
PDE4DIP	MYOME	Olduvai	1551	1642
MYOT	MYOTI	Ig-like C2-type 1	250	335
MYOT	MYOTI	Ig-like C2-type 2	349	441
MPZ	MYP0	Ig-like V-type	30	143
MYBPC1	MYPC1	Ig-like C2-type 1	72	144
MYBPC1	MYPC1	Ig-like C2-type 2	251	340
MYBPC1	MYPC1	Ig-like C2-type 3	341	431
MYBPC1	MYPC1	Ig-like C2-type 4	432	520
MYBPC1	MYPC1	Ig-like C2-type 5	522	619
MYBPC1	MYPC1	Fibronectin type-III 1	622	721
MYBPC1	MYPC1	Fibronectin type-III 2	722	833
MYBPC1	MYPC1	Ig-like C2-type 6	837	931
MYBPC1	MYPC1	Fibronectin type-III 3	934	1029
MYBPC1	MYPC1	Ig-like C2-type 7	1047	1141
MYBPC2	MYPC2	Ig-like C2-type 1	50	153
MYBPC2	MYPC2	Ig-like C2-type 2	255	344
MYBPC2	MYPC2	Ig-like C2-type 3	345	437
MYBPC2	MYPC2	Ig-like C2-type 4	438	538
MYBPC2	MYPC2	Ig-like C2-type 5	539	638
MYBPC2	MYPC2	Fibronectin type-III 1	641	737
MYBPC2	MYPC2	Fibronectin type-III 2	739	834
MYBPC2	MYPC2	Ig-like C2-type 6	838	932
MYBPC2	MYPC2	Fibronectin type-III 3	935	1030
MYBPC2	MYPC2	Ig-like C2-type 7	1048	1141
MYBPC3	MYPC3	Ig-like C2-type 1	153	256
MYBPC3	MYPC3	Ig-like C2-type 2	362	452
MYBPC3	MYPC3	Ig-like C2-type 3	453	543
MYBPC3	MYPC3	Ig-like C2-type 4	544	633
MYBPC3	MYPC3	Ig-like C2-type 5	645	771
MYBPC3	MYPC3	Fibronectin type-III 1	774	870
MYBPC3	MYPC3	Fibronectin type-III 2	872	967
MYBPC3	MYPC3	Ig-like C2-type 6	971	1065
MYBPC3	MYPC3	Fibronectin type-III 3	1068	1163
MYBPC3	MYPC3	Ig-like C2-type 7	1181	1274
MYPN	MYPN	Ig-like 1	269	359
MYPN	MYPN	Ig-like 2	435	531
MYPN	MYPN	Ig-like 3	945	1029
MYPN	MYPN	Ig-like 4	1073	1162
MYPN	MYPN	Ig-like 5	1172	1262
MYPOP	MYPOP	Myb-like	12	84
MYRF	MYRF	Peptidase S74	587	696
MYRIP	MYRIP	RabBD	4	124
MYSM1	MYSM1	SANT	116	167
MYSM1	MYSM1	SWIRM	372	470
MYSM1	MYSM1	MPN	577	709
MZF1	MZF1	SCAN box	44	125
N4BP1	N4BP1	KH-like	59	143
N4BP1	N4BP1	RNase NYN	617	769
N4BP2	N4BP2	CUE	46	89
N4BP2	N4BP2	Smr	1691	1770
NAA10	NAA10	N-acetyltransferase	1	152
NAA11	NAA11	N-acetyltransferase	1	152
NAA20	NAA20	N-acetyltransferase	2	157
NAA30	NAA30	N-acetyltransferase	214	362
NAA38	NAA38	Sm	40	118
NAA40	NAA40	N-acetyltransferase	63	216
NAA50	NAA50	N-acetyltransferase	6	155
NAA60	NAA60	N-acetyltransferase	13	182
NAA80	NAA80	N-acetyltransferase	60	207
SLC8A1	NAC1	Calx-beta 1	396	496
SLC8A1	NAC1	Calx-beta 2	527	627
SLC8A2	NAC2	Calx-beta 1	384	483
SLC8A2	NAC2	Calx-beta 2	512	612
SLC8A3	NAC3	Calx-beta 1	386	485
SLC8A3	NAC3	Calx-beta 2	519	619
NACA2	NACA2	NAC-A/B	70	135
NACA2	NACA2	UBA	176	213
NACAD	NACAD	NAC-A/B	1411	1476
NACA	NACAM	NAC-A/B	1933	1998
NACA	NACAM	UBA	2039	2078
NACA	NACA	NAC-A/B	70	135
NACA	NACA	UBA	176	213
NACC1	NACC1	BTB	30	94
NACC1	NACC1	BEN	374	471
NACC2	NACC2	BTB	30	94
NACC2	NACC2	BEN	351	448
NACA4P	NACP4	NAC-A/B	69	134
NACA4P	NACP4	UBA	175	211
SLC4A1AP	NADAP	FHA	135	195
NADSYN1	NADE	CN hydrolase	5	275
NAGPA	NAGPA	EGF-like	358	390
NAGS	NAGS	N-acetyltransferase	375	526
NLRP10	NAL10	Pyrin	1	96
NLRP10	NAL10	NACHT	167	484
NLRP11	NAL11	Pyrin	1	91
NLRP11	NAL11	NACHT	147	470
NLRP12	NAL12	Pyrin	1	95
NLRP12	NAL12	FISNA	129	201
NLRP12	NAL12	NACHT	211	528
NLRP13	NAL13	Pyrin	1	107
NLRP13	NAL13	NACHT	229	558
NLRP14	NAL14	Pyrin	1	97
NLRP14	NAL14	NACHT	177	499
NLRP2	NALP2	Pyrin	1	94
NLRP2	NALP2	NACHT	207	526
NLRP4	NALP4	Pyrin	1	94
NLRP4	NALP4	NACHT	149	472
NLRP5	NALP5	Pyrin	57	148
NLRP5	NALP5	NACHT	280	602
NLRP7	NALP7	Pyrin	1	93
NLRP7	NALP7	NACHT	172	491
NLRP8	NALP8	Pyrin	33	131
NLRP8	NALP8	NACHT	204	527
NAPSA	NAPSA	Peptidase A1	78	399
ART1	NAR1	TR mART core	73	273
ART3	NAR3	TR mART core	64	251
ART4	NAR4	TR mART core	91	276
ART5	NAR5	TR mART core	62	252
NAT10	NAT10	N-acetyltransferase	558	753
NAT14	NAT14	N-acetyltransferase	6	206
NAT16	NAT16	N-acetyltransferase	53	188
NAT8B	NAT8B	N-acetyltransferase	61	214
NAT8L	NAT8L	N-acetyltransferase	143	283
NAT8	NAT8	N-acetyltransferase	61	220
NAT9	NAT9	N-acetyltransferase	35	180
NATD1	NATD1	N-acetyltransferase	22	112
NAV2	NAV2	Calponin-homology (CH)	85	192
NAV3	NAV3	Calponin-homology (CH)	77	184
CYB5R1	NB5R1	FAD-binding FR-type	44	156
CYB5R2	NB5R2	FAD-binding FR-type	15	127
